thumbDist, fingerDist, time
0.1441068,0.1569194,4.671331
0.1383484,0.1511768,4.687834
0.1383484,0.1511768,4.704553
0.08305787,0.1229133,4.720933
0.08305787,0.1229133,4.738377
0.08077424,0.1204022,4.754508
0.08077424,0.1204022,4.770659
0.07654316,0.113673,4.787228
0.07654316,0.113673,4.804359
0.1545669,0.1228057,4.820547
0.1545669,0.1228057,4.83693
0.1074669,0.1270507,4.853467
0.1074669,0.1270507,4.870206
0.07637094,0.1267097,4.886586
0.07637094,0.1267097,4.903301
0.07893085,0.1284104,4.919725
0.07893085,0.1284104,4.936696
0.08164749,0.1260021,4.952859
0.08164749,0.1279455,4.969502
0.0793288,0.1239664,4.985991
0.09370206,0.1239664,5.002596
0.08095851,0.1221272,5.019131
0.08095851,0.1221272,5.035914
0.06998245,0.1265876,5.052342
0.06998245,0.1265876,5.068863
0.07420756,0.1269514,5.08574
0.07420756,0.1269514,5.102394
